Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,25 Jun 2024 05:22
Dua Lipa,Radical Optimism,Houdini,25 Jun 2024 05:18
Dua Lipa,Radical Optimism,Houdini,24 Jun 2024 16:54
Dua Lipa,Radical Optimism,Training Season,24 Jun 2024 16:52
Depeche Mode,,Enjoy the Silence,24 Jun 2024 16:48
Alan Walker & Ina Wroldsen,Walkerverse Pt. I - EP,Blue,24 Jun 2024 16:46
Griff,ver2igo vol. 2 - EP,Hole in My Pocket,24 Jun 2024 16:43
London Grammar,,How Does It Feel,24 Jun 2024 16:39
Alan Walker,World of Walker,Fake A Smile (feat. Salem Ilese),24 Jun 2024 16:36
Depeche Mode,,Somebody,24 Jun 2024 16:28
Conan Gray,Found Heaven,Never Ending Song,24 Jun 2024 16:25
Marina,,Hypocrates,24 Jun 2024 16:21
Griff & Sigrid,,Head on Fire,24 Jun 2024 14:52
Benjamin Ingrosso,Better Days - Single,Better Days,24 Jun 2024 14:48
Alan Walker & Sorana,Walkerverse Pt. II - EP,Catch Me If You Can,24 Jun 2024 14:45
Mimi Webb,Amelia,Freezing,24 Jun 2024 14:42
London Grammar,,Strong,24 Jun 2024 14:34
fun.,Why Am I the One,Why Am I the One,24 Jun 2024 14:29
Tove Lo,Dirt Femme,True Romance,24 Jun 2024 14:25
Dua Lipa,Radical Optimism,Anything for Love,24 Jun 2024 14:23
Conan Gray,,Overdrive,24 Jun 2024 14:20
Marina,,I Am Not a Robot,24 Jun 2024 14:16
Alan Walker,World of Walker,Time (Alan Walker Remix),24 Jun 2024 14:10
Conan Gray,Kid Krow,The Story,24 Jun 2024 14:06
Marina,,Froot,24 Jun 2024 14:02
Alan Walker,World of Walker,Sorry (feat. ISÁK),24 Jun 2024 13:59
Madison Beer,,Dangerous,24 Jun 2024 13:55
Marina,,Hermit the Frog,24 Jun 2024 13:51
Marina,,Happy [Acoustic],24 Jun 2024 13:47
fun.,Carry On fun.,Carry On,24 Jun 2024 09:03
Marina,,Are You Satisfied?,24 Jun 2024 08:59
Marina,,Life Is Strange,24 Jun 2024 08:54
The Weeknd,After Hours,Save Your Tears,24 Jun 2024 08:50
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,24 Jun 2024 08:47
Michael Giacchino,The Incredibles (Music from the Motion Picture),Life's Incredible Again,24 Jun 2024 08:46
Suzan Köcher's Suprafon,Seventeen - Single,Seventeen,24 Jun 2024 08:42
Dua Lipa,Be the One - EP,New Love,24 Jun 2024 08:38
Swedish House Mafia & The Weeknd,,Moth To A Flame,24 Jun 2024 08:35
The Weeknd,,Blinding Lights,23 Jun 2024 18:17
The Weeknd,After Hours,In Your Eyes,23 Jun 2024 18:13
Alan Walker,,The Awakening,23 Jun 2024 18:11
Kerstin Ott,Nachts sind alle Katzen grau,Schon wieder geht 'ne Zeit mit Dir vorbei,23 Jun 2024 17:45
Rabo,Talk To Me - Single,Talk To Me,
Marina,Love + Fear,Believe in Love,23 Jun 2024 17:42
fun.,Some Nights,Some Nights,23 Jun 2024 17:37
Conan Gray,Found Heaven,Found Heaven,23 Jun 2024 17:34
Dua Lipa,,Physical (feat. Hwa Sa),23 Jun 2024 17:30
Dagny,Elle,Hate Being Alone,23 Jun 2024 17:27
Sabrina Carpenter,Short n' Sweet,Please Please Please,23 Jun 2024 17:23
Angelina Mango,Eurovision Song Contest Malmö 2024,La noia,23 Jun 2024 17:20
Rascal Flatts,Me and My Gang,Life Is A Highway (From Cars),23 Jun 2024 17:15
Ava Max,Heaven & Hell,Tattoo,23 Jun 2024 17:12
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,23 Jun 2024 17:09
Conan Gray,Found Heaven,Boys & Girls,23 Jun 2024 17:07
Conan Gray,Found Heaven,Lonely Dancers,23 Jun 2024 17:04
Dua Lipa,Future Nostalgia,Break My Heart,23 Jun 2024 15:32
Conan Gray,Superache,People Watching,23 Jun 2024 12:57
Dua Lipa,Radical Optimism,Houdini,23 Jun 2024 12:53
Marina,,Hollywood,23 Jun 2024 12:48
Dua Lipa,Radical Optimism,Illusion,23 Jun 2024 12:44
Marina,,I Love You But I Love Me More,23 Jun 2024 12:40
Dua Lipa,Radical Optimism,Houdini,23 Jun 2024 12:37
Dua Lipa,Radical Optimism,Training Season,23 Jun 2024 12:33
Purple Disco Machine & Benjamin Ingrosso,Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Honey Boy (feat. Nile Rodgers & Shenseea),23 Jun 2024 12:30
Dua Lipa,Future Nostalgia,Break My Heart,23 Jun 2024 12:26
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,23 Jun 2024 12:23
Alan Walker,Alone (Restrung),Alone (Restrung),23 Jun 2024 12:20
Dua Lipa,Be the One - EP,New Love,23 Jun 2024 12:16
Kerstin Ott,Herz Bewohner,Über Den Dächern,23 Jun 2024 12:13
Tiësto & Ava Max,The Motto - Single,The Motto,23 Jun 2024 11:59
Empire of the Sun,,Cherry Blossom,22 Jun 2024 13:21
Miracle of Sound,,SKÅL! by Miracle Of Sound,22 Jun 2024 13:12
Suzan Köcher,,Suzan Köcher's Suprafon - Seventeen (Official Music Video),22 Jun 2024 13:03
Felix Jaehn & Leony,Waking Up - Single,Waking Up,22 Jun 2024 11:33
LUKA KLOSER,,One More Time,22 Jun 2024 11:29
Jason Derulo,Tip Toe (feat. French Montana) - Single,Tip Toe (feat. French Montana),22 Jun 2024 11:17
Jason Derulo,Take You Dancing - Single,Take You Dancing,22 Jun 2024 11:14
Benjamin Ingrosso,Kite - Single,KITE,22 Jun 2024 11:11
Benjamin Ingrosso,Better Days - Single,Better Days,22 Jun 2024 11:07
Purple Disco Machine & Benjamin Ingrosso,Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Honey Boy (feat. Nile Rodgers & Shenseea),22 Jun 2024 11:03
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,22 Jun 2024 11:00
KEiiNO,The Sun Always Shines On TV  - Single,The Sun Always Shines On TV,22 Jun 2024 10:55
Coldplay,Coldplay - feelslikeimfallinginlove (Official Audio),Coldplay - feelslikeimfallinginlove (Official Audio),22 Jun 2024 10:51
Astrid S,Joyride,Joyride,22 Jun 2024 10:48
The Kolors,KARMA,KARMA,22 Jun 2024 10:44
Dylan,Perfect Revenge - Single,perfect revenge,22 Jun 2024 10:41
Dagny,Elle,Hate Being Alone,22 Jun 2024 10:38
Sabrina Carpenter,Espresso - Single,Espresso,22 Jun 2024 10:35
Sabrina Carpenter,Short n' Sweet,Please Please Please,22 Jun 2024 10:32
Michael Giacchino,The Incredibles (Music from the Motion Picture),Life's Incredible Again,22 Jun 2024 10:31
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,22 Jun 2024 10:28
Sabrina Carpenter,Short n' Sweet,Please Please Please,22 Jun 2024 10:25
Kygo & Sigrid,The Feeling - Single,The Feeling,22 Jun 2024 10:21
Sabrina Carpenter,Short n' Sweet,Please Please Please,22 Jun 2024 10:10
Susanne Sundfør,leikara ljóð (Official Music Video) - Single,leikara ljóð (Official Music Video),22 Jun 2024 09:51
Street Corner Renaissance,Life Could Be a Dream,Life Could Be a Dream,22 Jun 2024 09:49
ANNIE TROUSSEAU,,All Or Nothing At All,22 Jun 2024 09:45
Skeeter Davis,,The End of the World,22 Jun 2024 09:42
Michael Giacchino,The Incredibles (Music from the Motion Picture),Life's Incredible Again,22 Jun 2024 09:39
Marit Larsen,Under the Surface,If a Song Could Get Me You,22 Jun 2024 07:19
Myrkur,Folkesange,Vinter,21 Jun 2024 21:09
Myrkur,Folkesange,Gudernes vilje,21 Jun 2024 21:05
Myrkur,Folkesange,Reiar,21 Jun 2024 21:02
Myrkur,Folkesange,House Carpenter,21 Jun 2024 20:58
Myrkur,Folkesange,Gammelkäring,21 Jun 2024 20:55
Myrkur,Folkesange,Harpens kraft,21 Jun 2024 20:51
Myrkur,Folkesange,Svea,21 Jun 2024 20:48
Myrkur,Folkesange,Tor i Helheim,21 Jun 2024 20:41
Myrkur,Folkesange,Ramund,21 Jun 2024 20:37
Myrkur,Folkesange,Leaves of Yggdrasil,21 Jun 2024 20:33
Myrkur,Folkesange,Fager som en ros,21 Jun 2024 20:30
Myrkur,Folkesange,Ella,21 Jun 2024 20:27
Ladaniva,Eurovision Song Contest Malmö 2024,JAKO,21 Jun 2024 20:24
Ladaniva,Ladaniva,Shakar,21 Jun 2024 20:21
Ladaniva,Ladaniva,Je t'aime tellement,21 Jun 2024 20:18
Ladaniva,Here's to you Ararat - Single,Here's to you Ararat,21 Jun 2024 20:11
Ladaniva,Saraiman - Single,Saraiman,21 Jun 2024 20:07
Malinda,Lucky - Single,Lucky,21 Jun 2024 20:03
Röyksopp feat. Susanne Sundfør,,Running To The Sea,21 Jun 2024 19:59
Tove Lo,Dirt Femme (Extended Cut),Borderline,21 Jun 2024 19:56
Sabrina Jordan,Mouth of the Eden - Single,Mouth of the Eden,21 Jun 2024 19:52
London Grammar,,Lord It's A Feeling (Orchestral Version / Live At Abbey Road),21 Jun 2024 19:49
Michael Giacchino,The Incredibles (Music from the Motion Picture),Life's Incredible Again,21 Jun 2024 19:46
Sabrina Carpenter,,Espresso,21 Jun 2024 17:39
Malinda,,Into the West - MALINDA and Rachel Hardy (Lord of the Rings cover),21 Jun 2024 17:36
Skaar & Matoma,,You Found Me,21 Jun 2024 17:34
Charley,TIMEBOMBS,Timebomb,21 Jun 2024 17:31
Charley,,Still Into You (Amazon Music Original),21 Jun 2024 17:27
Conan Gray,Found Heaven,Alley Rose,21 Jun 2024 16:30
Ryan Gosling,Barbie The Album,I’m Just Ken,21 Jun 2024 16:27
Aurora,The Gods We Can Touch,Heathens,21 Jun 2024 16:23
Molly Parker,Peter Pan & Wendy (Original Score),All Grown Up,21 Jun 2024 16:22
Walt Disney Studios,,Peter Pan & Wendy | Tiger Lily & Wendy Clip,21 Jun 2024 16:21
Daniel Hart,Peter Pan & Wendy (Original Score),Neverland,21 Jun 2024 16:18
Michelle Ullestad,ingenting varer evig,La meg ligge,21 Jun 2024 16:15
Dominic Fike,Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition) - Single,Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition),21 Jun 2024 16:11
Moyka,Movies Cars & Heartbreak,Lonely,21 Jun 2024 16:08
Taylor Swift,1989 (Taylor's Version) [Deluxe],Now That We Don't Talk (Taylor's Version) [From the Vault],21 Jun 2024 16:06
Ladaniva,Saraiman - Single,Saraiman,21 Jun 2024 16:02
Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,I Hate It Here,21 Jun 2024 15:58
Tove Lo,Dirt Femme (Stripped),How Long (Stripped at home),21 Jun 2024 15:55
London Grammar,,Lord It's A Feeling (Orchestral Version / Live At Abbey Road),21 Jun 2024 15:50
Coldplay,,feelslikeimfallinginlove,21 Jun 2024 15:44
Billie Eilish,HIT ME HARD AND SOFT,WILDFLOWER,21 Jun 2024 15:41
Hanne Mjøen,Broke Someone - Single,Broke Someone,21 Jun 2024 15:35
The Kolors,KARMA,KARMA,21 Jun 2024 15:32
Enya,Wild Child,Wild Child (Edit),21 Jun 2024 15:28
Sabrina Carpenter,Short n' Sweet,Please Please Please,21 Jun 2024 15:25
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,21 Jun 2024 15:22
Aurora,What Happened To The Heart?,Invisible Wounds,21 Jun 2024 15:16
Ary,Moth To A Flame - Single,Moth to a Flame,21 Jun 2024 13:44
Ron Grainer,Doctor Who - Series 4 (Original Television Soundtrack),Doctor Who Closing Credits,21 Jun 2024 13:43
Melodysheep,The Human Future: Original Soundtrack,In Search of Eden,21 Jun 2024 13:42
Modern Talking,30,Cheri Cheri Lady,21 Jun 2024 13:38
Joyish,Turning 20,Turning 20,21 Jun 2024 13:35
Skaar,Mad Woman,Obscene,21 Jun 2024 13:32
L'Orchestra Cinématique,The Doctor's Theme - Doctor Who | EPIC VERSION (60th Anniversary Tribute),Doctor Who | EPIC VERSION,21 Jun 2024 13:28
Sophie Ellis-Bextor Junior Caldera,Make A Scene,Can't Fight This Feeling,21 Jun 2024 13:24
Purple Disco Machine & Benjamin Ingrosso,Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Honey Boy (feat. Nile Rodgers & Shenseea),21 Jun 2024 13:21
Taylor Swift,THE TORTURED POETS DEPARTMENT,Fresh Out the Slammer,21 Jun 2024 13:17
Taylor Swift,THE TORTURED POETS DEPARTMENT,Guilty as Sin?,21 Jun 2024 13:13
Metro Boomin Don Toliver Lil Uzi Vert,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE,Home,21 Jun 2024 13:10
Susanne Sundfør,blómi,náttsǫngr,21 Jun 2024 13:06
Susanne Sundfør,blómi,blómi,21 Jun 2024 13:01
Röyksopp feat. Susanne Sundfør,,Running To The Sea,21 Jun 2024 12:56
Sabrina Jordan,Mouth of the Eden - Single,Mouth of the Eden,21 Jun 2024 12:53
Tove Lo,Dirt Femme (Extended Cut),Borderline,21 Jun 2024 12:49
Dylan,Perfect Revenge - Single,perfect revenge,21 Jun 2024 12:47
Dylan,,Nineteen,21 Jun 2024 12:43
Dylan,The Alibi - Single,The Alibi,21 Jun 2024 12:39
Dylan,No Remeo - Single,No Remeo,21 Jun 2024 12:36
Silvester Belt,Eurovision Song Contest Malmö 2024,Luktelk,21 Jun 2024 12:34
Moyka,Movies Cars & Heartbreak,Already Gone,21 Jun 2024 12:30
Malinda,Lucky - Single,Lucky,21 Jun 2024 12:26
Malinda,,Edge of Night [Pippin's Song] (Bonus Track),21 Jun 2024 12:25
Rita Ora,Anywhere - Single,Anywhere,21 Jun 2024 12:21
Kill Script,The Fall - Single,Day I Die (feat. Sam Martin),21 Jun 2024 12:18
Maisie Peters,The Good Witch,Lost the Breakup,21 Jun 2024 12:15
Birdy with Mumford & Sons,Brave,Learn Me Right,21 Jun 2024 12:08
Julie Fowlis,Brave,Into the Open Air,21 Jun 2024 12:04
Julie Fowlis,Brave,Touch The Sky,21 Jun 2024 12:01
Metro Boomin Swae Lee Lil Wayne Offset,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE,Annihilate (Spider-Man: Across the Spider-Verse),21 Jun 2024 11:58
Tove Lo,Dirt Femme,Cute & Cruel (feat. First Aid Kit),21 Jun 2024 11:55
Allie X,Girl with No Face,Truly Dreams,21 Jun 2024 11:50
Aurora,What Happened To The Heart?,When The Dark Dresses Lightly,21 Jun 2024 11:47
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,21 Jun 2024 11:44
Audra McDonald Emma Thompson & Ensemble,Beauty and the Beast,Beauty and the Beast (Finale),21 Jun 2024 11:42
Emma Watson,Beauty and the Beast,Belle (reprise),21 Jun 2024 11:40
Kevin Kline,Beauty and the Beast,How Does A Moment Last Forever (Music Box),21 Jun 2024 11:39
Michael Giacchino,The Incredibles (Music from the Motion Picture),Life's Incredible Again,21 Jun 2024 11:38
Griff,Miss Me Too - Single,Miss Me Too,21 Jun 2024 11:35
Maisie Peters,The Good Witch,The Good Witch,21 Jun 2024 11:32
Maisie Peters,The Good Witch,Wendy,21 Jun 2024 11:29
Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Prophecy,21 Jun 2024 11:25
Maisie Peters,The Good Witch,History of Man,21 Jun 2024 11:22
Sissel,Sissel,Kjaerlighet,21 Jun 2024 11:17
Billie Eilish,HIT ME HARD AND SOFT,LUNCH,21 Jun 2024 10:24
SKAAR & Hillari,Mad Women - EP,Follow Your Heart,21 Jun 2024 10:22
Sabrina Carpenter,EVOLution,Thumbs,21 Jun 2024 10:18
Kim Wilde,Close,You Came,21 Jun 2024 10:15
Susanne Sundfør,blómi,leikara ljóð,21 Jun 2024 10:08
Patrick Doyle,Brave,Merida's Home,21 Jun 2024 10:07
Mumford & Sons & Birdy,Brave,Learn Me Right (Ending),21 Jun 2024 10:04
Julie Fowlis,Brave,Into the Open Air,21 Jun 2024 10:01
Julie Fowlis,Brave,Touch The Sky,21 Jun 2024 09:58
Mila Ziska,Woodlands - EP,Evergreen,21 Jun 2024 09:56
Mila Ziska,Woodlands - EP,Where Dreams Go To Come True,21 Jun 2024 09:53
Mila Ziska,Woodlands - EP,Concrete Hearts,21 Jun 2024 09:50
Mila Ziska,Woodlands - EP,Intro (Welcome Home),21 Jun 2024 09:49
TheFatRat,Still Here With You - Single,Still Here With You,21 Jun 2024 09:46
Charli xcx,BRAT,Mean girls,21 Jun 2024 08:14
Mila Ziska,Forget Me Not - EP,Forget Me Not,21 Jun 2024 08:10
Taylor Swift,THE TORTURED POETS DEPARTMENT,But Daddy I Love Him,21 Jun 2024 08:05
Birdy,Portraits,Battlefield,21 Jun 2024 08:01
Conan Gray,Found Heaven,Fainted Love,21 Jun 2024 07:58
Susanne Sundfør,Self Portrait Original Soundtrack - EP,Lene,21 Jun 2024 07:56
Allie X,Girl with No Face,Weird World,21 Jun 2024 07:52
Michael Giacchino,The Incredibles (Music from the Motion Picture),Life's Incredible Again,21 Jun 2024 07:50
Dagny,Elle,Hate Being Alone,21 Jun 2024 07:47
Sabrina Carpenter,Short n' Sweet,Please Please Please,21 Jun 2024 07:44
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,21 Jun 2024 07:41
王若琳,Midnight Cinema,Forgotten Times,21 Jun 2024 07:38
Benjamin Ingrosso,Smile,Smile (with the Royal Stockholm Philharmonic Orchestra),20 Jun 2024 16:30
Sarah Bonnici,Eurovision Song Contest Malmö 2024,Loop,20 Jun 2024 16:27
Susanne Sundfør,Music for People in Trouble,Undercover,20 Jun 2024 16:23
Synne Vo,Synnes sumarvise - Single,Synnes sumarvise,20 Jun 2024 16:21
Tujamo Nathan C & Busy Reno,Lonely People - Single,Lonely People,20 Jun 2024 16:18
Melodysheep,The Human Future: Original Soundtrack,Escape Plan,20 Jun 2024 16:17
Lorde,Pure Heroine,Team,20 Jun 2024 16:14
Griff,ver2igo vol. 2 - EP,Pillow In My Arms,20 Jun 2024 16:11
Tove Lo,Dirt Femme (Stripped),Borderline (Stripped in Brazil),20 Jun 2024 16:07
Elvis Presley & Royal Philharmonic Orchestra,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,It's Now or Never,20 Jun 2024 16:04
Sval,SECRETS Pt.1 - EP,ALONE,20 Jun 2024 16:01
Dylan,Red - EP,Good Enough,20 Jun 2024 15:58
Moyka,As Long as You’re Here (Young Royals Remix) - Single,As Long As You’re Here,20 Jun 2024 15:55
Charli xcx,BRAT,I think about it all the time,20 Jun 2024 15:52
Daft Punk,TRON: Legacy (Original Motion Picture Soundtrack),Father and Son,20 Jun 2024 15:49
Aurora,What Happened To The Heart?,The Conflict Of The Mind,20 Jun 2024 15:45
Eurovision Song Contest Bambie Thug,Doomsday Blue (LIVE) | Ireland 🇮🇪 | First Semi-Final  - Single,Doomsday Blue (LIVE) | Ireland 🇮🇪 | First Semi-Final,20 Jun 2024 15:42
Classic Soundtracks,OST The Polar Express (2004): 01. Main Title - Single,OST The Polar Express (2004): 01. Main Title,20 Jun 2024 15:41
Baby Queen,Quarter Life Crisis,Die Alone,20 Jun 2024 15:37
MIIA,How Do I Love You? - Single,How Do I Love You?,20 Jun 2024 15:34
Moyka,Movies Cars & Heartbreak,Already Gone,20 Jun 2024 15:30
Rabo,Talk To Me - Single,Talk To Me,
Isaak,Eurovision Song Contest Malmö 2024,Always on the run,20 Jun 2024 15:27
Alan Walker Putri Ariani & Peder Elias,Who I Am - Single,Who I Am,20 Jun 2024 15:24
Cannons,Heartbeat Highway,Sweeter,20 Jun 2024 15:20
Taylor Swift,1989 (Taylor's Version),Bad Blood (Taylor's Version),20 Jun 2024 15:17
Daft Punk,TRON: Legacy (Original Motion Picture Soundtrack),Finale,20 Jun 2024 15:12
Baby Lasagna,Eurovision Song Contest Malmö 2024,Rim Tim Tagi Dim,20 Jun 2024 15:09
Alok & Ava Max,Car Keys (Ayla) - Single,Car Keys (Ayla),20 Jun 2024 15:07
Sabrina Jordan,Mouth of the Eden - Single,Tiller's Prayer,20 Jun 2024 15:05
LP,Love Lines,Long Goodbye,20 Jun 2024 15:01
Margaret Berger,Oblivion - Single,Oblivion,20 Jun 2024 14:58
Malinda,Lucky - Single,Lucky,20 Jun 2024 14:54
Charli xcx,BRAT,Girl so confusing,20 Jun 2024 14:51
Dan Stevens,Beauty and the Beast,Evermore,20 Jun 2024 14:48
MUNA,About U,I Know a Place,20 Jun 2024 14:44
Jasmine Jethwa,Dream Of Running - Single,Dream Of Running,20 Jun 2024 14:40
Bambie Thug,Eurovision Song Contest Malmö 2024,Doomsday Blue,20 Jun 2024 14:37
girl in red,I'M DOING IT AGAIN BABY!,A Night To Remember,20 Jun 2024 14:35
Sissel,Innerst I Sjelen,Innerst I Sjelen,20 Jun 2024 14:31
Alexander Rybak,How to Train Your Dragon 2 (Music from the Motion Picture),Into a Fantasy,20 Jun 2024 14:27
Baby Queen,Quarter Life Crisis,Grow Up,20 Jun 2024 14:23
Dagny,Elle,In My Bones,20 Jun 2024 14:19
Krasimir Hadzhiev,Foreigner I Want To Know What Love Is Remix - Single,Foreigner I Want To Know What Love Is Remix,20 Jun 2024 09:43
Billie Eilish,HIT ME HARD AND SOFT,THE DINER,20 Jun 2024 09:39
Spice Girls,Spiceworld,Spice Up Your Life,20 Jun 2024 09:37
Astrid S,Leave It Beautiful,It's Ok If You Forget Me,20 Jun 2024 09:33
Emma Steinbakken,Home,Power in letting go,20 Jun 2024 09:30
Dominic Fike,Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition) - Single,Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition),20 Jun 2024 09:27
Aurora,The Gods We Can Touch,Exist For Love,20 Jun 2024 09:22
Angelina Mango,Eurovision Song Contest Malmö 2024,La noia,20 Jun 2024 09:19
Ladaniva,Eurovision Song Contest Malmö 2024,JAKO,20 Jun 2024 09:17
Tali,Eurovision Song Contest Malmö 2024,Fighter,20 Jun 2024 09:06
Silvester Belt,Eurovision Song Contest Malmö 2024,Luktelk,20 Jun 2024 09:03
Purple Disco Machine & Benjamin Ingrosso,Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Honey Boy (feat. Nile Rodgers & Shenseea),20 Jun 2024 08:59
Dua Lipa,Radical Optimism,Training Season,20 Jun 2024 08:55
Dua Lipa,Radical Optimism,Happy for You,19 Jun 2024 20:27
Dua Lipa,Radical Optimism,Anything for Love,19 Jun 2024 20:24
Dua Lipa,Radical Optimism,Falling Forever,19 Jun 2024 20:21
Dua Lipa,Radical Optimism,These Walls,19 Jun 2024 20:17
Dua Lipa,Radical Optimism,Houdini,19 Jun 2024 20:14
Dua Lipa,Radical Optimism,Training Season,19 Jun 2024 20:11
Dua Lipa,Radical Optimism,Illusion,19 Jun 2024 20:08
Sophie Ellis-Bextor,Crying at the Discotheque - Single,Crying at the Discotheque,19 Jun 2024 20:03
Baby Queen,Quarter Life Crisis,We Can Be Anything,19 Jun 2024 20:00
Baby Queen,Quarter Life Crisis,Dream Girl,19 Jun 2024 19:56
Baby Queen,Quarter Life Crisis,a letter to myself at 17,19 Jun 2024 19:53
Angelina Mango,Eurovision Song Contest Malmö 2024,La noia,19 Jun 2024 19:45
Angelina Mango,melodrama - Single,melodrama,19 Jun 2024 19:43
Susanne Sundfør,Music for People in Trouble,No One Believes in Love Anymore,19 Jun 2024 19:37
Susanne Sundfør,Music for People in Trouble,Reincarnation,19 Jun 2024 19:32
Bambie Thug,Doomsday Blue (Intimate) - Single,Doomsday Blue (Intimate),19 Jun 2024 19:28
Taylor Swift,THE TORTURED POETS DEPARTMENT,Fortnight (feat. Post Malone),19 Jun 2024 19:24
Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Prophecy,19 Jun 2024 19:20
Dylan,Perfect Revenge - Single,perfect revenge,19 Jun 2024 19:16
Dagny,Elle,In My Bones,19 Jun 2024 19:13
Sabrina Carpenter,Espresso - Single,Espresso,19 Jun 2024 19:10
Sabrina Carpenter,Short n' Sweet,Please Please Please,19 Jun 2024 19:07
Purple Disco Machine & Benjamin Ingrosso,Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Honey Boy (feat. Nile Rodgers & Shenseea),19 Jun 2024 19:03
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,19 Jun 2024 19:00
Dagny,Elle,Hate Being Alone,19 Jun 2024 18:57
Dagny,Elle,Hate Being Alone,19 Jun 2024 16:09
Sabrina Carpenter,Short n' Sweet,Please Please Please,19 Jun 2024 15:58
Purple Disco Machine & Benjamin Ingrosso,Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Honey Boy (feat. Nile Rodgers & Shenseea),19 Jun 2024 15:54
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,19 Jun 2024 15:01
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,19 Jun 2024 14:59
Katherine Jenkins,Doctor Who,Abigails Song (Silence Is All You Know),19 Jun 2024 14:54
Astrid S & KORK,,Når Snøen Smelter,19 Jun 2024 14:51
Aurora,,Black Water Lilies,19 Jun 2024 14:46
Troye Sivan,Something to Give Each Other,One of Your Girls,19 Jun 2024 14:43
Moyka,Movies Cars & Heartbreak,Rear View,19 Jun 2024 14:40
Rita Ora,Anywhere - Single,Anywhere,19 Jun 2024 14:36
fun.,Why Am I the One,Why Am I the One,19 Jun 2024 14:31
fun.,Some Nights,Some Nights,19 Jun 2024 14:27
fun.,Carry On fun.,Carry On,19 Jun 2024 14:22
fun.,We Are Young,We Are Young (feat. Janelle Monáe),19 Jun 2024 14:18
fun.,Some Nights,Some Nights (Intro),19 Jun 2024 14:16
André Rieu & Johann Strauss Orchestra,,Hallelujah,19 Jun 2024 14:12
Patty Gurdy,,Molly Malone,19 Jun 2024 14:07
Sigrid,How To Let Go,Risk of Getting Hurt,19 Jun 2024 14:04
Aurora,What Happened To The Heart?,The Essence,19 Jun 2024 14:01
Aurora,What Happened To The Heart?,To Be Alright,19 Jun 2024 13:57
Aurora,What Happened To The Heart?,Do You Feel?,19 Jun 2024 13:54
AURORA Ane Brun,What Happened To The Heart?,My Name,19 Jun 2024 08:01
Aurora,What Happened To The Heart?,My Body Is Not Mine,19 Jun 2024 07:57
Aurora,What Happened To The Heart?,Dreams,19 Jun 2024 07:53
Dagny,Elle,Hate Being Alone,19 Jun 2024 07:50
Aurora,What Happened To The Heart?,Echo Of My Shadow,19 Jun 2024 07:46
Aurora,What Happened To The Heart?,Earthly Delights,19 Jun 2024 07:27
Aurora,What Happened To The Heart?,Invisible Wounds,19 Jun 2024 07:22
Aurora,What Happened To The Heart?,The Blade,19 Jun 2024 07:17
Aurora,What Happened To The Heart?,Starvation,19 Jun 2024 07:14
Aurora,What Happened To The Heart?,A Soul With No King,19 Jun 2024 07:09
Purple Disco Machine & Benjamin Ingrosso,Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Honey Boy (feat. Nile Rodgers & Shenseea),19 Jun 2024 07:06
Sabrina Carpenter,Short n' Sweet,Please Please Please,19 Jun 2024 07:02
Dagny,Elle,In My Bones,19 Jun 2024 06:59
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,19 Jun 2024 06:56
Benjamin Ingrosso,Look Who's Laughing Now - Single,Look Who's Laughing Now,18 Jun 2024 12:56
Aurora,What Happened To The Heart?,Your Blood,18 Jun 2024 12:53
Aurora,What Happened To The Heart?,The Conflict Of The Mind,18 Jun 2024 12:49
